Path;File;Number of lines;Changed Lines;Lines added;Lines removed;Number of contributers;Number of contributions;Number of fixes;Number of non fixes
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\DetailedSemanticException.java;DetailedSemanticException.java;85;4;4;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\java\DurationJavaDescriptor.java;DurationJavaDescriptor.java;85;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\InsertSelect.java;InsertSelect.java;85;12;6;6;1;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\Node.java;Node.java;85;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\internal\BatchFetchQueueHelper.java;BatchFetchQueueHelper.java;85;7;3;4;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\event\internal\EmptyCallbackRegistryImpl.java;EmptyCallbackRegistryImpl.java;84;84;84;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\proxy\AbstractSerializableProxy.java;AbstractSerializableProxy.java;84;37;34;3;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\action\internal\CollectionRecreateAction.java;CollectionRecreateAction.java;84;11;7;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\CollectionSecondPass.java;CollectionSecondPass.java;83;5;2;3;1;1;0;1
E:\workspace\java\hibernate-orm\tooling\hibernate-gradle-plugin\src\main\groovy\org\hibernate\orm\tooling\gradle\HibernatePlugin.java;HibernatePlugin.java;83;180;20;160;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\MySQL57Dialect.java;MySQL57Dialect.java;83;7;7;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\Formula.java;Formula.java;83;19;13;6;4;4;0;4
E:\workspace\java\hibernate-orm\tooling\metamodel-generator\src\main\java\org\hibernate\jpamodelgen\util\Constants.java;Constants.java;83;3;3;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\SelectExpressionList.java;SelectExpressionList.java;83;3;2;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\persister\entity\NamedQueryLoader.java;NamedQueryLoader.java;83;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\util\collections\StandardStack.java;StandardStack.java;83;83;83;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\spi\AttributeNodeImplementor.java;AttributeNodeImplementor.java;83;85;75;10;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\pagination\SybaseASE157LimitHandler.java;SybaseASE157LimitHandler.java;83;83;83;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\registry\classloading\spi\ClassLoaderService.java;ClassLoaderService.java;83;10;5;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\EntityReadOnlyAccess.java;EntityReadOnlyAccess.java;83;8;7;1;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\oracle\criterion\RelationshipMask.java;RelationshipMask.java;82;1;1;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\oracle\SDOGeometryValueExtractor.java;SDOGeometryValueExtractor.java;82;11;5;6;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\spi\PersistentAttributeInterceptor.java;PersistentAttributeInterceptor.java;81;65;47;18;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\oracle\SDOObjectProperty.java;SDOObjectProperty.java;81;26;13;13;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\UpdateTimestampsCache.java;UpdateTimestampsCache.java;81;172;17;155;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\QueryCache.java;QueryCache.java;81;31;13;18;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\internal\bytebuddy\BasicProxyFactoryImpl.java;BasicProxyFactoryImpl.java;81;154;73;81;2;15;0;15
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\boot\internal\EnversService.java;EnversService.java;80;8;4;4;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\IdentifierLoadAccess.java;IdentifierLoadAccess.java;80;9;9;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\ParameterExpressionImpl.java;ParameterExpressionImpl.java;80;9;5;4;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\ShortType.java;ShortType.java;80;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-osgi\src\main\java\org\hibernate\osgi\OsgiPersistenceProviderService.java;OsgiPersistenceProviderService.java;79;12;11;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\ordering\antlr\OrderByFragmentRenderer.java;OrderByFragmentRenderer.java;79;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\IdentifierCollection.java;IdentifierCollection.java;79;32;23;9;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\criterion\SpatialFilter.java;SpatialFilter.java;79;10;5;5;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\CoalesceExpression.java;CoalesceExpression.java;79;4;0;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\source\internal\hbm\TableSourceImpl.java;TableSourceImpl.java;78;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\internal\SubGraphImpl.java;SubGraphImpl.java;78;90;84;6;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\criterion\IdentifierProjection.java;IdentifierProjection.java;78;3;1;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\DependantValue.java;DependantValue.java;77;27;24;3;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\compile\RenderingContext.java;RenderingContext.java;77;9;8;1;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\UniqueKey.java;UniqueKey.java;77;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\internal\util\LockOptionsHelper.java;LockOptionsHelper.java;77;77;77;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\PropertyMapper.java;PropertyMapper.java;77;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\internal\javassist\CompositeEnhancer.java;CompositeEnhancer.java;77;3;1;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\transaction\jta\platform\internal\WebSphereLibertyJtaPlatform.java;WebSphereLibertyJtaPlatform.java;77;77;77;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\SessionCreationOptions.java;SessionCreationOptions.java;77;10;9;1;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\JdbcMetadaAccessStrategy.java;JdbcMetadaAccessStrategy.java;77;43;30;13;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\RegionFactoryTemplate.java;RegionFactoryTemplate.java;77;77;77;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\criterion\PropertyProjection.java;PropertyProjection.java;76;3;1;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\CacheRegionStatistics.java;CacheRegionStatistics.java;76;84;80;4;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\TypeContributions.java;TypeContributions.java;76;82;66;16;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\DefaultPostLoadEventListener.java;DefaultPostLoadEventListener.java;76;30;22;8;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\usertype\UserCollectionType.java;UserCollectionType.java;75;94;47;47;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\transaction\spi\TransactionStatus.java;TransactionStatus.java;75;4;4;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\jaxb\Origin.java;Origin.java;75;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\criterion\DWithinExpression.java;DWithinExpression.java;74;16;9;7;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\criterion\SpatialRelateExpression.java;SpatialRelateExpression.java;74;6;3;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\tree\ResultVariableRefNode.java;ResultVariableRefNode.java;73;3;1;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\log\ConnectionPoolingLogger.java;ConnectionPoolingLogger.java;73;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\TransientPropertyValueException.java;TransientPropertyValueException.java;73;2;1;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\SubqueryComparisonModifierExpression.java;SubqueryComparisonModifierExpression.java;73;4;0;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\criterion\ExpressionUtil.java;ExpressionUtil.java;73;4;3;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\batch\internal\BatchBuilderImpl.java;BatchBuilderImpl.java;73;17;0;17;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\service\internal\SessionFactoryServiceRegistryBuilderImpl.java;SessionFactoryServiceRegistryBuilderImpl.java;73;19;4;15;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\internal\MetadataBuildingContextRootImpl.java;MetadataBuildingContextRootImpl.java;72;24;15;9;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\predicate\MemberOfPredicate.java;MemberOfPredicate.java;72;2;1;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\util\ASTReferencedTablesPrinter.java;ASTReferencedTablesPrinter.java;72;72;72;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\id\insert\AbstractReturningDelegate.java;AbstractReturningDelegate.java;72;8;5;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\spi\DomainModelHelper.java;DomainModelHelper.java;72;88;80;8;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\ConcatExpression.java;ConcatExpression.java;71;4;0;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\sql\SqlTypeDescriptor.java;SqlTypeDescriptor.java;71;19;15;4;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\id\IdentifierGenerator.java;IdentifierGenerator.java;71;10;9;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\cfg\internal\EntityDataCachingConfigImpl.java;EntityDataCachingConfigImpl.java;71;71;71;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\transaction\jta\platform\spi\JtaPlatform.java;JtaPlatform.java;71;15;7;8;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\SingleColumnType.java;SingleColumnType.java;71;122;61;61;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\OnReplicateVisitor.java;OnReplicateVisitor.java;71;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\oracle\SpatialAggregate.java;SpatialAggregate.java;71;4;1;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\service\internal\PostCommitEventListenerGroupImpl.java;PostCommitEventListenerGroupImpl.java;71;6;3;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\process\spi\NoOpMetadataSourceProcessorImpl.java;NoOpMetadataSourceProcessorImpl.java;71;71;71;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\NullifExpression.java;NullifExpression.java;70;4;0;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\criterion\SpatialProjections.java;SpatialProjections.java;70;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\jdbc\spi\JdbcSessionOwner.java;JdbcSessionOwner.java;70;8;8;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jcache\src\main\java\org\hibernate\cache\jcache\internal\JCacheAccessImpl.java;JCacheAccessImpl.java;70;88;79;9;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\dialect\internal\DialectResolverInitiator.java;DialectResolverInitiator.java;70;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\transaction\jta\platform\internal\JBossStandAloneJtaPlatform.java;JBossStandAloneJtaPlatform.java;70;77;48;29;2;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\entry\StructuredCacheEntry.java;StructuredCacheEntry.java;70;15;6;9;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\tools\Triple.java;Triple.java;70;8;4;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\internal\QueryImpl.java;QueryImpl.java;70;82;41;41;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\transaction\spi\TransactionCoordinatorOwner.java;TransactionCoordinatorOwner.java;69;10;10;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\InvalidMappingException.java;InvalidMappingException.java;69;63;0;63;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\util\xml\XMLHelper.java;XMLHelper.java;69;44;28;16;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\procedure\spi\ParameterRegistrationImplementor.java;ParameterRegistrationImplementor.java;69;2;2;0;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\persister\walking\spi\AssociationKey.java;AssociationKey.java;69;3;1;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\plan\exec\process\internal\EntityReturnReader.java;EntityReturnReader.java;68;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\MySQL5Dialect.java;MySQL5Dialect.java;68;7;6;1;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\id\SequenceMismatchStrategy.java;SequenceMismatchStrategy.java;68;68;68;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\internal\bytebuddy\PassThroughInterceptor.java;PassThroughInterceptor.java;68;53;27;26;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\MapEntryExpression.java;MapEntryExpression.java;67;55;29;26;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\PropertyAccessException.java;PropertyAccessException.java;67;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\DomainDataRegion.java;DomainDataRegion.java;67;69;68;1;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\HANAColumnStoreDialect.java;HANAColumnStoreDialect.java;67;23;21;2;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-jcache\src\main\java\org\hibernate\cache\jcache\internal\JCacheDomainDataRegionImpl.java;JCacheDomainDataRegionImpl.java;67;67;67;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\DirtyCollectionSearchVisitor.java;DirtyCollectionSearchVisitor.java;67;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\convert\internal\JpaAttributeConverterImpl.java;JpaAttributeConverterImpl.java;67;18;12;6;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\sqlserver\SqlServerFunctions.java;SqlServerFunctions.java;66;66;66;0;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tuple\entity\PojoEntityInstantiator.java;PojoEntityInstantiator.java;66;1;1;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\criterion\MatchMode.java;MatchMode.java;66;2;1;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\oracle\SDOGeometryTypeDescriptor.java;SDOGeometryTypeDescriptor.java;66;5;3;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\EntityCopyNotAllowedObserver.java;EntityCopyNotAllowedObserver.java;66;10;9;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jcache\src\main\java\org\hibernate\cache\jcache\MissingCacheStrategy.java;MissingCacheStrategy.java;66;72;69;3;3;4;0;4
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\SpatialRelation.java;SpatialRelation.java;66;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\internal\BeansMessageLogger.java;BeansMessageLogger.java;65;8;8;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\Oracle12cDialect.java;Oracle12cDialect.java;65;7;0;7;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\spi\SequenceInformation.java;SequenceInformation.java;65;39;37;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\util\collections\SingletonStack.java;SingletonStack.java;65;65;65;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\Map.java;Map.java;65;15;12;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\plan\build\internal\LoadGraphLoadPlanBuildingStrategy.java;LoadGraphLoadPlanBuildingStrategy.java;65;24;18;6;1;1;0;1
